file_path,snr,cnr,relative_psnr,relative_rmse
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036107\ses-20060101\anat\sub-A00036107_ses-20060101_acq-mprage_run-01_T1w.nii.gz,6.983208040213787,5.547058410313094,17.792715146017507,732.7747258156968
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036107\ses-20060101\anat\sub-A00036107_ses-20060101_acq-mprage_run-02_T1w.nii.gz,7.025420379280534,5.59044647216681,18.12328880880587,758.7528905368057
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036107\ses-20060101\anat\sub-A00036107_ses-20060101_T2w.nii.gz,8.767175363340309,8.23778887324006,17.382851740330604,902.0037469779016
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036115\ses-20050101\anat\sub-A00036115_ses-20050101_T2w.nii.gz,5.7121006755151065,5.067604287232268,22.40475819048274,3862.4415938067505
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036128\ses-20050101\anat\sub-A00036128_ses-20050101_acq-mprage_run-01_T1w.nii.gz,6.637955081647306,5.177532285937206,16.41835905531294,692.8503819437675
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036128\ses-20050101\anat\sub-A00036128_ses-20050101_acq-mprage_run-02_T1w.nii.gz,6.615319324552445,5.138972657820645,16.7496727097574,713.1762836715267
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036128\ses-20050101\anat\sub-A00036128_ses-20050101_T2w.nii.gz,8.27979457694689,7.725024781899449,17.098683324589405,943.9896765256392
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036129\ses-20040101\anat\sub-A00036129_ses-20040101_acq-mprage_run-01_T1w.nii.gz,6.600515497294561,5.165991623245611,18.423284525671626,979.7737402617965
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036129\ses-20040101\anat\sub-A00036129_ses-20040101_acq-mprage_run-02_T1w.nii.gz,6.821986213733207,5.355157612516665,18.125037207030775,923.5172189805099
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036129\ses-20040101\anat\sub-A00036129_ses-20040101_T2w.nii.gz,8.41285478926506,7.881121328906111,17.777292043331318,1115.1417789292284
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036131\ses-20040101\anat\sub-A00036131_ses-20040101_acq-mprage_run-01_T1w.nii.gz,6.8663862537192895,5.448549598534845,17.037657200243817,793.485724502001
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036131\ses-20040101\anat\sub-A00036131_ses-20040101_acq-mprage_run-02_T1w.nii.gz,6.833469976435266,5.404985307821669,16.2182578075442,708.9117345871454
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036131\ses-20040101\anat\sub-A00036131_ses-20040101_T2w.nii.gz,8.789725468560718,8.262312340301037,17.005475840775176,932.7024393096476
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036132\ses-20050101\anat\sub-A00036132_ses-20050101_T2w.nii.gz,7.819495597659505,7.2271561869808085,18.17243027860068,2439.0785507902265
data\schizconnect_MCICShare_images_22613\MCICShare\sub-A00036133\ses-20040101\anat\sub-A00036133_ses-20040101_acq-mprage_run-01_T1w.nii.gz,6.693823522031885,5.235868432723157,18.418663107876622,872.028665507741
