file_path,snr,cnr,relative_psnr,relative_rmse
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-02_echo-05_T1w.nii.gz,8.020291581459565,7.237088585943136,19.66440201739313,671.7352218854479
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-04_T1w.nii.gz,8.24450059090507,7.481009632063916,17.10315289822075,604.0446122676728
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,8.395205306883703,7.660993320146687,19.25594567396066,690.5587957195214
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,7.772057579879438,7.037257772480203,19.143751748750567,707.2358126283713
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,8.619484117368824,7.869994229889842,19.594685420241472,691.3526062505839
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-03_echo-05_T1w.nii.gz,7.710376124906314,6.927416201199606,19.829884161135524,768.7993494977624
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-03_echo-04_T1w.nii.gz,8.714744771128093,7.955910754241334,19.478641599619742,761.0651092402074
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-03_echo-03_T1w.nii.gz,8.272115739305182,7.540114010972365,20.21453057764881,869.3763926031193
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-01_T1w.nii.gz,8.156607941340035,7.396082915320555,16.415338909063635,493.36884859059995
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-03_echo-02_T1w.nii.gz,7.7435267739322455,7.013442836713174,20.785706106921538,971.7891323720088
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-02_echo-01_T1w.nii.gz,7.739859575266943,7.0546410130706585,18.184506834641986,769.0818049949763
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_T2w.nii.gz,6.9341312965393636,6.285796947198504,18.069327798360764,2045.9056248426855
data/schizconnect_COBRE_images_22613/COBRE/sub-A00022835/ses-20090101/anat/sub-A00022835_ses-20090101_acq-mprage_run-03_echo-01_T1w.nii.gz,7.47892504475741,6.799892862057706,17.138814197938373,760.2487583125695
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-01_T1w.nii.gz,8.579229988491752,7.916149324749913,19.166571640793283,1036.1103226732416
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-05_T1w.nii.gz,8.07225739426922,7.325250517551114,20.365417105418928,867.1876868917361
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-01_T1w.nii.gz,8.604228661556553,7.863670883406264,19.27132735788924,839.0578301204724
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-01_T1w.nii.gz,8.066456164025931,7.411047092684651,21.51794408030738,1356.8073507113695
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-03_T1w.nii.gz,8.883411559691242,8.173399806487796,17.84774476731958,713.2193609507859
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-04_T1w.nii.gz,9.075106737125035,8.34734237714304,18.88487821582783,761.6302740616272
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_run-01_T2w.nii.gz,7.180593335174282,6.588629654136545,20.14910966373067,3183.036282538631
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-04_T1w.nii.gz,8.689711655455454,7.949228115829264,17.530537298205637,693.1444343357365
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_run-02_T2w.nii.gz,7.028525648590499,6.399633174658566,20.55200003325856,3340.457149778208
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-04_T1w.nii.gz,9.231124288694886,8.505973952639627,17.779100001953765,686.0897295096254
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-03_T1w.nii.gz,8.6040886754655,7.899313287543303,19.565071144432608,854.362344443542
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-02_echo-02_T1w.nii.gz,8.032657615791415,7.327975084020061,19.854540597021675,916.0349918843825
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-02_T1w.nii.gz,8.160531173174764,7.4522010650087545,18.465448061289244,791.7671525920251
data/schizconnect_COBRE_images_22613/COBRE/sub-A00014804/ses-20090101/anat/sub-A00014804_ses-20090101_acq-mprage_run-03_echo-05_T1w.nii.gz,8.410584345674721,7.658994855233271,18.9318332574905,742.0642954470678
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-04_T1w.nii.gz,7.852102451838384,7.120092753256315,22.002719991845456,992.4342737584466
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-03_T1w.nii.gz,7.086462755345927,6.380921925037821,22.537974005567083,1101.6641934652143
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-02_T1w.nii.gz,7.912513968942547,7.186815993388869,20.9125166822135,937.4384733434896
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-02_T1w.nii.gz,8.215842452894591,7.45515403893152,21.032789180408088,921.7693176670197
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-01_T1w.nii.gz,7.9363261560460225,7.244418122229016,19.146851506480637,872.2426055989476
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_acq-mprage_run-01_echo-05_T1w.nii.gz,6.784128886961974,6.038877492877124,23.219179782417314,1099.5393831557676
data/schizconnect_COBRE_images_22613/COBRE/sub-A00025969/ses-20090101/anat/sub-A00025969_ses-20090101_T2w.nii.gz,6.438688409284045,5.7955096933104375,19.197734452919658,2480.460616261134
